Activity(app or site),"ActivityType(0 - app, 1 - website)",CategoryID,Parent_name,Category_name,Full_name
oversea.saicmaxus.com,1,10,Business,Operations,Business - Operations
realpage.com,1,10,Business,Operations,Business - Operations
ralphiveyautorepair.com,1,10,Business,Operations,Business - Operations
converter.telerik.com,1,10,Business,Operations,Business - Operations
lnwshop.com,1,10,Business,Operations,Business - Operations
defacto.com.tr,1,10,Business,Operations,Business - Operations
provider.physicianapps.com,1,10,Business,Operations,Business - Operations
assist.polymaster.com.a,0,10,Business,Operations,Business - Operations
Sch?k BOLE,0,10,Business,Operations,Business - Operations
Thesaurus.UK.BrightPay,0,10,Business,Operations,Business - Operations
sunpass.com,1,10,Business,Operations,Business - Operations
Transaction Pro Exporter 7.0 Server Edition,0,10,Business,Operations,Business - Operations
fs6.formsite.com,1,10,Business,Operations,Business - Operations
ShopFloor,0,10,Business,Operations,Business - Operations
cargo.ana.co.jp,1,10,Business,Operations,Business - Operations
frontier.com,1,10,Business,Operations,Business - Operations
materialdesignicons.com,1,10,Business,Operations,Business - Operations
labour.gov.on.ca,1,10,Business,Operations,Business - Operations
eprg.wellmed.net,1,10,Business,Operations,Business - Operations
streamelements.com,1,10,Business,Operations,Business - Operations
springboardhealthcare.monday.com,1,10,Business,Operations,Business - Operations
radia-enterprise.odoo.com,1,10,Business,Operations,Business - Operations
speed.ettoday.net,1,10,Business,Operations,Business - Operations
mas.ca.barracudanetworks.com,1,10,Business,Operations,Business - Operations
search.sunbiz.org/Inquiry/CorporationSearch/ConvertTiffToPDF,1,10,Business,Operations,Business - Operations
rti,0,10,Business,Operations,Business - Operations
AppLauncher,1,10,Business,Operations,Business - Operations
eTimeTrackLite,0,10,Business,Operations,Business - Operations
boschrexroth.com,1,10,Business,Operations,Business - Operations
app.odotrack.com,1,10,Business,Operations,Business - Operations
sellercentral.amazon.it,1,10,Business,Operations,Business - Operations
tec-id-ecm,1,10,Business,Operations,Business - Operations
my.payfast.co.za,1,10,Business,Operations,Business - Operations
stratacareaustralia-my.sharepoint.com,1,10,Business,Operations,Business - Operations
Inventory MAnagement App,0,10,Business,Operations,Business - Operations
login.avidsuite.com,1,10,Business,Operations,Business - Operations
EasyPost Mailroom,0,10,Business,Operations,Business - Operations
magiceden.io,1,10,Business,Operations,Business - Operations
voyagerrv.ca,1,10,Business,Operations,Business - Operations
payslips.nutrixmedical.co.uk,1,10,Business,Operations,Business - Operations
top.host,1,10,Business,Operations,Business - Operations
manuals.genielift.com,1,10,Business,Operations,Business - Operations
shipnsd.com,1,10,Business,Operations,Business - Operations
usw.dropmyemail.com,1,10,Business,Operations,Business - Operations
the.hiveos.farm,1,10,Business,Operations,Business - Operations
greeneking-pubs.co.uk,1,10,Business,Operations,Business - Operations
account.docusign.com,1,10,Business,Operations,Business - Operations
sandvik.coromant.com,1,10,Business,Operations,Business - Operations
publicgold.com.my,1,10,Business,Operations,Business - Operations
EASYBADGE,0,10,Business,Operations,Business - Operations
webdealer.txdmv.go,0,10,Business,Operations,Business - Operations
Sistema de Facturaci? para Transporte 1.05Xs,1,10,Business,Operations,Business - Operations
sucursalempresas.transaccionesbancolombia.com,1,10,Business,Operations,Business - Operations
icm.oforce.com,1,10,Business,Operations,Business - Operations
trusteecorps.com,1,10,Business,Operations,Business - Operations
pimlicoplumbers.com,1,10,Business,Operations,Business - Operations
CommPeak Softphone,0,10,Business,Operations,Business - Operations
authorweb.healthstream.com,1,10,Business,Operations,Business - Operations
evaluaciones2.com,1,10,Business,Operations,Business - Operations
zoro.com,1,10,Business,Operations,Business - Operations
migration.lidac.com,1,10,Business,Operations,Business - Operations
Microsoft Sudok,0,10,Business,Operations,Business - Operations
web.centurygroup.net,1,10,Business,Operations,Business - Operations
Callbar 1.51.7-electron,1,10,Business,Operations,Business - Operations
easterntabletop.com,1,10,Business,Operations,Business - Operations
harddrivesdirect.com,1,10,Business,Operations,Business - Operations
portal.snfmetrics.com,1,10,Business,Operations,Business - Operations
kite.zerodha.com,1,10,Business,Operations,Business - Operations
unishepherd.it,1,10,Business,Operations,Business - Operations
smartview.capitalone.com,1,10,Business,Operations,Business - Operations
esp.noridianmedicareportal.com,1,10,Business,Operations,Business - Operations
wcf.com,1,10,Business,Operations,Business - Operations
meridianfurnitureusa.com,1,10,Business,Operations,Business - Operations
deliveroo.com.sg,1,10,Business,Operations,Business - Operations
kellysolutions.com,1,10,Business,Operations,Business - Operations
my.lifetouch.com,1,10,Business,Operations,Business - Operations
scltd.ontrack365.co.uk,1,10,Business,Operations,Business - Operations
client.schwab.com,1,10,Business,Operations,Business - Operations
maxicare.com.ph,1,10,Business,Operations,Business - Operations
parts123sc.com,1,10,Business,Operations,Business - Operations
RoboForm TaskBar Icon,0,10,Business,Operations,Business - Operations
ub.biz-business.online-banking-services.com,1,10,Business,Operations,Business - Operations
LabelMark,0,10,Business,Operations,Business - Operations
ca.ingrammicro.com,1,10,Business,Operations,Business - Operations
florida.pmpaware.net,1,10,Business,Operations,Business - Operations
gpos.o2ixchange.com,1,10,Business,Operations,Business - Operations
booster.richemont.com,1,10,Business,Operations,Business - Operations
myriacompliance.com,1,10,Business,Operations,Business - Operations
kengdai.ac,1,10,Business,Operations,Business - Operations
help.bittitan.com,1,10,Business,Operations,Business - Operations
app.pleo.io,1,10,Business,Operations,Business - Operations
On-Screen Takeoff,0,10,Business,Operations,Business - Operations
jp.misumi-ec.com,1,10,Business,Operations,Business - Operations
esolutions.carriertransicold.e,0,10,Business,Operations,Business - Operations
itaka.pl,1,10,Business,Operations,Business - Operations
aontravelclaim.com,1,10,Business,Operations,Business - Operations
leechlakewalleyetournament.fasterproductions.com,1,10,Business,Operations,Business - Operations
jumpcloud.com,1,10,Business,Operations,Business - Operations
mychart.mdmercy.com,1,10,Business,Operations,Business - Operations
indiamart.com,1,10,Business,Operations,Business - Operations
partners.wayfair.com,1,10,Business,Operations,Business - Operations
ObjectDock,0,10,Business,Operations,Business - Operations
ambulancecompliance.com,1,10,Business,Operations,Business - Operations
esperion.mdsol.com,1,10,Business,Operations,Business - Operations
Accubid Time & Material Billing,0,10,Business,Operations,Business - Operations
cutwrights.com,1,10,Business,Operations,Business - Operations
adviserinfo.sec.go,0,10,Business,Operations,Business - Operations
kentaikyo.taisyokukin.go.jp,1,10,Business,Operations,Business - Operations
remotedeposit-smallbusiness.bankofamerica.com,1,10,Business,Operations,Business - Operations
efast.dol.go,0,10,Business,Operations,Business - Operations
cor2.usecology.com,1,10,Business,Operations,Business - Operations
btrchoicelend.wpengine.com,1,10,Business,Operations,Business - Operations
Trimble Connect,0,10,Business,Operations,Business - Operations
campus.ues.edu.s,0,10,Business,Operations,Business - Operations
transfermarkt.co.uk,1,10,Business,Operations,Business - Operations
secure.energage.com,1,10,Business,Operations,Business - Operations
partscatalog.deere.com,1,10,Business,Operations,Business - Operations
uhaul.com,1,10,Business,Operations,Business - Operations
decisionlogic.com,1,10,Business,Operations,Business - Operations
nooba.pt,1,10,Business,Operations,Business - Operations
transit.yahoo.co.jp,1,10,Business,Operations,Business - Operations
we-energies.com,1,10,Business,Operations,Business - Operations
fkm-ny.my.webex.com,1,10,Business,Operations,Business - Operations
FRAMECAD Detailer,0,10,Business,Operations,Business - Operations
registry.be,1,10,Business,Operations,Business - Operations
accounts.binance.com,1,10,Business,Operations,Business - Operations
thesafetysupplycompany.co.uk,1,10,Business,Operations,Business - Operations
abuhbbank.allocate-cloud.com,1,10,Business,Operations,Business - Operations
rt.yusen-logistics.com,1,10,Business,Operations,Business - Operations
rikorda.it,1,10,Business,Operations,Business - Operations
edgepipeline.com,1,10,Business,Operations,Business - Operations
az3.ondemand.esker.com,1,10,Business,Operations,Business - Operations
dam.gettyimages.com,1,10,Business,Operations,Business - Operations
service.ariba.com,1,10,Business,Operations,Business - Operations
fultoncountytaxes.org,1,10,Business,Operations,Business - Operations
BeamNG.drive,0,10,Business,Operations,Business - Operations
nelaappliancerepair.com,1,10,Business,Operations,Business - Operations
bookings.crawfords.co.uk,1,10,Business,Operations,Business - Operations
au1.aconex.com,1,10,Business,Operations,Business - Operations
uniforest.si,1,10,Business,Operations,Business - Operations
nipponrentacar.co.jp,1,10,Business,Operations,Business - Operations
agent.dairylandagent.com,1,10,Business,Operations,Business - Operations
PrintConductor.exe,0,10,Business,Operations,Business - Operations
isqlplus.com,1,10,Business,Operations,Business - Operations
employer.calsavers.com,1,10,Business,Operations,Business - Operations
FSEFACTF,0,10,Business,Operations,Business - Operations
survivorgrid.com,1,10,Business,Operations,Business - Operations
www23.bmo.com,1,10,Business,Operations,Business - Operations
PhiRCM.UI,0,10,Business,Operations,Business - Operations
secure.callcabinet.com,1,10,Business,Operations,Business - Operations
room.duplitrade.com,1,10,Business,Operations,Business - Operations
manualslib.com,1,10,Business,Operations,Business - Operations
nsd.schoology.com,1,10,Business,Operations,Business - Operations
eilon-engineering.com,1,10,Business,Operations,Business - Operations
wilko.com,1,10,Business,Operations,Business - Operations
swemed.dk,1,10,Business,Operations,Business - Operations
idconline.mx,1,10,Business,Operations,Business - Operations
saladandgo.alohaorderonline.com,1,10,Business,Operations,Business - Operations
oba.us.thentiacloud.net,1,10,Business,Operations,Business - Operations
manage.gassouth.com,1,10,Business,Operations,Business - Operations
static.cigna.com,1,10,Business,Operations,Business - Operations
badger-pipe.com,1,10,Business,Operations,Business - Operations
portal.palletways.com,1,10,Business,Operations,Business - Operations
wellsitem.ceo.wellsfargo.com,1,10,Business,Operations,Business - Operations
ladbsservices2.lacity.org,1,10,Business,Operations,Business - Operations
kellerpostman.harvestapp.com,1,10,Business,Operations,Business - Operations
redbus.in,1,10,Business,Operations,Business - Operations
warehouse.tekla.com,1,10,Business,Operations,Business - Operations
securebanking.centrisfcu.org,1,10,Business,Operations,Business - Operations
partners.usaa.com,1,10,Business,Operations,Business - Operations
agents.humana.com,1,10,Business,Operations,Business - Operations
ve.drhorton.com,1,10,Business,Operations,Business - Operations
secure.southstatebank.com,1,10,Business,Operations,Business - Operations
airbnb.gr,1,10,Business,Operations,Business - Operations
thepayplace.com,1,10,Business,Operations,Business - Operations
openinvoice.com,1,10,Business,Operations,Business - Operations
digikala.com,1,10,Business,Operations,Business - Operations
ordernow.myhotlunchbox.com,1,10,Business,Operations,Business - Operations
Captive Network Assistant,1,10,Business,Operations,Business - Operations
app.flychicago.com,1,10,Business,Operations,Business - Operations
onlineservices.tin.egov-nsdl.com,1,10,Business,Operations,Business - Operations
istanbulbogazicienstitu.com,1,10,Business,Operations,Business - Operations
quote.nstarco.com,1,10,Business,Operations,Business - Operations
time.is,1,10,Business,Operations,Business - Operations
onlinebanking.huntington.com,1,10,Business,Operations,Business - Operations
parts.kone.com,1,10,Business,Operations,Business - Operations
